URL,Image_Path
https://www.essex.ac.uk/,web_pages/www.essex.ac.uk_/webpage_screenshot.png
https://www.essex.ac.uk/undergraduate,web_pages/www.essex.ac.uk_undergraduate/webpage_screenshot.png
https://www.essex.ac.uk/undergraduate/fees-and-funding,web_pages/www.essex.ac.uk_undergraduate_fees-and-funding/webpage_screenshot.png
https://www.essex.ac.uk/life,web_pages/www.essex.ac.uk_life/webpage_screenshot.png
https://www.essex.ac.uk/life/student-facilities,web_pages/www.essex.ac.uk_life_student-facilities/webpage_screenshot.png
