Time (UTC),Event,Scroll Position,Scroll Percentage,Mouse X,Mouse Y,URL,Image_Path
2023-07-23T14:37:24.669Z,scroll,380.6666564941406,19.77173527682056,813.0,370.0,https://www.essex.ac.uk/,web_pages/www.essex.ac.uk_/webpage_screenshot.png
2023-07-23T14:37:24.686Z,scroll,390.6666564941406,19.97314514590414,813.0,370.0,https://www.essex.ac.uk/,web_pages/www.essex.ac.uk_/webpage_screenshot.png
2023-07-23T14:37:24.703Z,scroll,399.3333435058594,20.14770077554601,813.0,370.0,https://www.essex.ac.uk/,web_pages/www.essex.ac.uk_/webpage_screenshot.png
2023-07-23T14:37:24.719Z,scroll,410.0,20.362537764350453,813.0,370.0,https://www.essex.ac.uk/,web_pages/www.essex.ac.uk_/webpage_screenshot.png
2023-07-23T14:37:24.736Z,scroll,422.6666564941406,20.61765672697161,813.0,370.0,https://www.essex.ac.uk/,web_pages/www.essex.ac.uk_/webpage_screenshot.png
2023-07-23T14:37:24.753Z,scroll,436.6666564941406,20.899630543688637,813.0,370.0,https://www.essex.ac.uk/,web_pages/www.essex.ac.uk_/webpage_screenshot.png
2023-07-23T14:37:24.769Z,scroll,451.3333435058594,21.19503209478065,813.0,370.0,https://www.essex.ac.uk/,web_pages/www.essex.ac.uk_/webpage_screenshot.png
2023-07-23T14:37:24.786Z,scroll,465.3333435058594,21.47700591149767,813.0,370.0,https://www.essex.ac.uk/,web_pages/www.essex.ac.uk_/webpage_screenshot.png
2023-07-23T14:37:24.803Z,scroll,477.3333435058594,21.71869775439797,813.0,370.0,https://www.essex.ac.uk/,web_pages/www.essex.ac.uk_/webpage_screenshot.png
2023-07-23T14:37:24.819Z,scroll,487.3333435058594,21.92010762348156,813.0,370.0,https://www.essex.ac.uk/,web_pages/www.essex.ac.uk_/webpage_screenshot.png
2023-07-23T14:37:24.836Z,scroll,494.0,22.05438066465257,813.0,370.0,https://www.essex.ac.uk/,web_pages/www.essex.ac.uk_/webpage_screenshot.png
2023-07-23T14:37:24.853Z,scroll,498.6666564941406,22.14837173200686,813.0,370.0,https://www.essex.ac.uk/,web_pages/www.essex.ac.uk_/webpage_screenshot.png
2023-07-23T14:37:24.869Z,scroll,500.0,22.17522658610272,813.0,370.0,https://www.essex.ac.uk/,web_pages/www.essex.ac.uk_/webpage_screenshot.png
2023-07-23T14:37:24.886Z,mousemove,500.0,22.17522658610272,802.0,374.0,https://www.essex.ac.uk/,web_pages/www.essex.ac.uk_/webpage_screenshot.png
2023-07-23T14:37:24.903Z,mousemove,500.0,22.17522658610272,788.0,374.0,https://www.essex.ac.uk/,web_pages/www.essex.ac.uk_/webpage_screenshot.png
2023-07-23T14:37:24.919Z,mousemove,500.0,22.17522658610272,768.0,374.0,https://www.essex.ac.uk/,web_pages/www.essex.ac.uk_/webpage_screenshot.png
