data:text/csv;charset=utf-8,Time (UTC),Event,Scroll Position,Scroll Percentage,Mouse X,Mouse,URL Y
2023-08-09T12:23:33.256Z,mousemove,,,1117,7,https://www.footprintdigital.co.uk/
2023-08-09T12:23:33.272Z,mousemove,,,1135,,https://www.footprintdigital.co.uk/
2023-08-09T12:23:33.306Z,mousemove,,,1168,1,https://www.footprintdigital.co.uk/
2023-08-09T12:23:33.322Z,mousemove,,,1183,5,https://www.footprintdigital.co.uk/
2023-08-09T12:23:33.339Z,mousemove,,,1195,5,https://www.footprintdigital.co.uk/
2023-08-09T12:23:33.356Z,mousemove,,,1204,6,https://www.footprintdigital.co.uk/
2023-08-09T12:23:33.372Z,mousemove,,,1207,7,https://www.footprintdigital.co.uk/
2023-08-09T12:23:33.389Z,mousemove,,,1209,8,https://www.footprintdigital.co.uk/
2023-08-09T12:23:33.405Z,mousemove,,,1210,6,https://www.footprintdigital.co.uk/
2023-08-09T12:23:33.422Z,mousemove,,,1212,3,https://www.footprintdigital.co.uk/
2023-08-09T12:23:33.455Z,mousemove,,,1192,,https://www.footprintdigital.co.uk/
2023-08-09T12:23:33.489Z,mousemove,,,1154,5,https://www.footprintdigital.co.uk/
2023-08-09T12:23:33.506Z,mousemove,,,1144,9,https://www.footprintdigital.co.uk/
2023-08-09T12:23:33.522Z,mousemove,,,1142,9,https://www.footprintdigital.co.uk/
2023-08-09T12:23:34.175Z,mousemove,,,1129,21,https://www.footprintdigital.co.uk/
2023-08-09T12:23:34.189Z,mousemove,,,1121,29,https://www.footprintdigital.co.uk/
2023-08-09T12:23:34.239Z,mousemove,,,1059,61,https://www.footprintdigital.co.uk/
2023-08-09T12:23:34.255Z,mousemove,,,1052,65,https://www.footprintdigital.co.uk/
2023-08-09T12:23:34.273Z,mousemove,,,1051,65,https://www.footprintdigital.co.uk/
2023-08-09T12:23:34.572Z,mousemove,,,1050,65,https://www.footprintdigital.co.uk/
2023-08-09T12:23:34.589Z,mousemove,,,1036,67,https://www.footprintdigital.co.uk/
2023-08-09T12:23:34.606Z,mousemove,,,1028,67,https://www.footprintdigital.co.uk/
2023-08-09T12:23:34.622Z,mousemove,,,1017,67,https://www.footprintdigital.co.uk/
2023-08-09T12:23:34.639Z,mousemove,,,1000,69,https://www.footprintdigital.co.uk/
2023-08-09T12:23:34.655Z,mousemove,,,991,69,https://www.footprintdigital.co.uk/
2023-08-09T12:23:34.672Z,mousemove,,,984,69,https://www.footprintdigital.co.uk/
2023-08-09T12:23:34.689Z,mousemove,,,977,69,https://www.footprintdigital.co.uk/
2023-08-09T12:23:34.706Z,mousemove,,,972,69,https://www.footprintdigital.co.uk/
2023-08-09T12:23:34.722Z,mousemove,,,970,69,https://www.footprintdigital.co.uk/
2023-08-09T12:23:34.756Z,mousemove,,,968,69,https://www.footprintdigital.co.uk/
2023-08-09T12:23:34.772Z,mousemove,,,966,69,https://www.footprintdigital.co.uk/
2023-08-09T12:23:34.789Z,mousemove,,,962,69,https://www.footprintdigital.co.uk/
2023-08-09T12:23:34.806Z,mousemove,,,954,69,https://www.footprintdigital.co.uk/
2023-08-09T12:23:34.822Z,mousemove,,,948,69,https://www.footprintdigital.co.uk/
2023-08-09T12:23:34.839Z,mousemove,,,932,69,https://www.footprintdigital.co.uk/
2023-08-09T12:23:34.856Z,mousemove,,,922,71,https://www.footprintdigital.co.uk/
2023-08-09T12:23:34.873Z,mousemove,,,916,71,https://www.footprintdigital.co.uk/
2023-08-09T12:23:34.889Z,mousemove,,,899,73,https://www.footprintdigital.co.uk/
2023-08-09T12:23:34.906Z,mousemove,,,879,77,https://www.footprintdigital.co.uk/
2023-08-09T12:23:34.922Z,mousemove,,,869,79,https://www.footprintdigital.co.uk/
2023-08-09T12:23:34.939Z,mousemove,,,854,79,https://www.footprintdigital.co.uk/
2023-08-09T12:23:34.956Z,mousemove,,,841,81,https://www.footprintdigital.co.uk/
2023-08-09T12:23:34.972Z,mousemove,,,832,83,https://www.footprintdigital.co.uk/
2023-08-09T12:23:34.989Z,mousemove,,,828,84,https://www.footprintdigital.co.uk/
2023-08-09T12:23:35.006Z,mousemove,,,827,85,https://www.footprintdigital.co.uk/
2023-08-09T12:23:35.022Z,mousemove,,,826,85,https://www.footprintdigital.co.uk/
